	M2-CAF_CTRL_rep1	M2-CAF_CTRL_rep2	M2-CAF_CTRL_rep3	M2-CAF_FOLFI_rep1	M2-CAF_FOLFI_rep2	M2-CAF_FOLFI_rep3	M2_CTRL_rep1	M2_CTRL_rep2	M2_CTRL_rep3	M2_FOLFI_rep1	M2_FOLFI_rep2	M2_FOLFI_rep3
RAB14	193.066882033462	200.444588628988	208.701728602984	219.928038006159	213.892465620368	211.031519996087	214.89907180576	214.640686181876	216.051681821098	215.54191686922	208.781143217772	210.199963569612
CNTRL	14.3268668857993	12.8224897235466	15.537522626755	15.2805134704701	13.6236092952981	15.8683053569442	10.5834946333593	13.3971561625188	11.9021218247137	16.4139712659571	13.8577728143654	14.206672283767
TRIM32	8.22065741309314	7.80904534035762	9.1007689518456	11.7129981797936	11.9678998432936	12.0282884022388	7.74629677750286	8.99702209579031	7.35959603954192	12.6864113397526	13.485752067671	13.7559778526958
FBXW2	61.8327813595395	61.4100343591369	63.7053826629192	68.0921126578844	65.6704759822232	63.7932228406689	62.6423421332521	62.8897210512897	61.7994787052443	71.6284526728604	70.3894254474646	68.681912213246
PHF19	16.4808372175954	15.1894318672827	15.1217514563661	16.5178020105892	15.5852650590861	14.1177093922991	14.3726470329571	13.6475702963976	13.4162970864377	17.1340680698829	17.7639906546563	17.1655792007999
NEK6	135.028250249196	160.672505678337	160.364480312217	151.402874359233	146.908220181663	147.539474955787	292.903347066446	301.659597704779	299.137647635926	209.5058113069	215.911540862747	200.950930027628
PPP6C	72.0888419302014	72.7228995658125	78.1649800331104	84.1768636794319	78.934148440129	82.0709506005655	72.9831816868342	77.1991001300815	71.8705048646175	75.440729870115	74.4506519322115	75.1875883487089
NDUFA8	19.2869270076416	19.8674041356115	21.7124944536418	18.8067858098094	19.9225039496632	19.0871430983884	20.476355578122	22.5014986014	21.6562275804702	19.9085586967737	21.1276782393513	21.2218290804409
HDHD3	8.71468730570691	8.61045094807928	7.53007786370981	8.84661306185113	10.690124070551	8.97886317350223	7.69029945140043	7.36933022557775	7.74694319951781	10.3778657036374	9.48652904070652	10.8558571658026
RBM18	29.167524859917	30.9193465862847	29.6429445555038	32.3757167997815	32.8982269376552	33.6942664162872	30.7052004794993	33.3587399774333	32.5899815052442	31.2183143819622	30.955226297861	30.2553131119121
SLC46A2	2.4899106587734	2.85151297631197	2.74100993811932	4.26864546341068	3.81533047635827	4.59296145562798	2.12789839189235	2.09274669027329	2.14801606895721	3.57930470186677	3.36368758469496	2.86092986679997
HSDL2	33.9892566118274	33.621760844881	34.5090071422775	51.4918247446207	51.4349740633581	53.8355318159673	33.1877486033737	34.1994159983123	33.4351025815553	52.5882460043502	55.570599037472	52.7116530252872
MAPKAP1	68.3144535506322	69.6291011732125	77.5798206081186	71.7421138512356	70.7815790731937	74.4097403036778	72.5725346287497	73.6038686365351	69.3175349465946	77.1774339266421	77.7988386524609	72.5226125823747
NR4A3	146.529266149244	172.805413832448	168.356526143025	140.308520449499	134.130462454237	152.132436411415	368.481071529359	383.187285006195	373.437875594938	177.990986476262	181.267108826833	168.951625421571
INVS	10.8884188332075	10.6978329960985	10.563667514325	8.59915535382732	8.89043988358955	10.2212216000246	8.73558287197913	8.76449468575995	9.45479204122969	9.46715503984879	9.7655446007273	9.52336928263553
GALNT12	43.9093768555119	44.4686925586952	48.8300141223391	37.0361703008966	36.0296774229682	33.4495594534874	52.9174731667967	57.7562313067732	55.7251709692588	43.5658566375145	41.4958141208682	41.7774142192983
DENND1A	61.6549305981986	66.8894122351873	62.4118723550426	56.7915439914639	60.5953665749919	57.0355459448884	34.3450266761573	31.4269738017964	32.4315213034359	36.004840196293	37.6826014672509	33.7041052801093
ALG2	71.6343344289967	78.4445628581509	72.2979868509561	66.8135811664281	64.0327633720883	68.1979481710662	76.0070372963654	74.5339782766565	71.9585383100666	59.6197795015086	54.7025506285185	58.4335127588872
CSF3R	38.4552868410559	34.0876943377424	30.2896997094421	34.9121583070255	36.7315542558831	36.2731013319472	14.1113261778124	13.2182889240339	14.701585389994	26.4953265209191	24.770381384067	26.2774448724573
KDSR	36.7953464018736	38.1319970557797	38.1893519468309	36.9743058738906	34.5359395477902	37.5342833709926	37.0515641044414	40.5134295168291	38.6995026194094	38.8005101409463	39.031176674018	38.0738817204956
VPS4B	72.4840658442924	72.6297128672402	79.3352988830939	82.2590664422474	74.7948748101177	80.1885893482589	80.729478464337	79.2739600965063	79.6174480641353	80.036641824583	79.069909537	79.6161510192349
C19orf25	27.6063903992575	24.6385631025126	24.4381054595245	29.1793880711407	29.1908775125147	28.3483604597366	26.505401021817	26.1325035426434	25.1071386420736	24.9280570064922	26.5994833886477	29.197160969397
ZBTB45	23.5158228884155	26.0550009208113	21.2659254187796	20.9307978036804	22.2260997089739	19.3694972862344	20.3083635998147	20.8022598357935	19.983592116938	20.2897864164992	20.3371341526258	22.0252408923505
YLPM1	53.8294970991964	59.7140364451213	59.1626976531147	58.6887197529798	60.9013128867753	63.812046453192	60.5517752920947	67.9158904527153	61.3064914107296	63.8556430540137	63.4915407691731	58.3159402986077
DCAF4	5.01934370895591	4.5847855697565	3.88053092362959	3.42316496099601	3.76133995074942	3.80236972965923	8.04494918338249	7.69129125485056	7.39480941772155	6.1208228333698	6.23134750713076	5.8394321938794
FCF1	42.8620334831707	42.2508491326747	45.1034725210757	45.9034048384163	43.2644078545532	36.9507513827775	47.7283876146381	45.0924308220425	43.171601648222	43.0363736934513	45.29352591004	46.6958621409886
PGF	3.4977316397055	3.29880912945895	2.72561100588269	4.16553808506743	4.17526731375056	3.48236831676711	3.28517646467591	2.86187581575835	2.83467694345993	3.26161493542889	4.49525068922368	4.01705905954791
IFI27L2	17.0341506973228	13.530708632696	16.0764852550369	14.4762759193928	14.9913692773888	12.6682912280231	9.74353474182288	9.33686984891161	8.6624910321881	12.7711286108027	13.7802684921374	13.6580008024629
NEK9	61.5561246196758	63.6092404454428	65.2914726832916	72.2370292672832	73.8590390328978	70.3250163861726	58.7038635307145	63.9629244821991	61.834692083424	73.9581776267382	75.2256951544914	77.5390375542979
ACYP1	2.80608979004622	2.38557948345054	2.35603663220368	2.66017036125593	1.79968418696145	2.71060020332143	2.76253475438656	2.46836789109158	2.57057660711273	2.73213199136576	2.38713312462223	2.50821248596162
IFT43	2.60847783300071	2.46012884230837	2.64861634469956	2.45395560456943	2.08763365687528	2.50354046556771	2.3332219209346	3.13017667348569	3.13399065798675	2.85920789794091	2.61964609130621	2.54740330605477
NPC2	564.557600083312	549.913345614778	609.859312299311	597.775336682845	592.618005924535	611.033286111228	328.312322938549	312.767253214691	312.712404924172	393.659979252057	397.380160927373	390.164209437358
DNAL1	4.99958251325136	6.93309037377812	7.0373120321378	6.00084941957734	6.49685991493082	6.06120323242708	6.06637699442995	5.27658353530446	6.05670104689574	6.01492624455718	5.28579477594922	6.0745771144383
IRF2BPL	92.344067527366	95.9450248500263	91.500455350028	122.40907956911	134.598380342847	120.678179885373	59.469160320781	61.9774981350168	58.0492539291141	91.9605977248847	92.7571728424638	92.020045578717
ACOT2	29.7603607310535	32.6526191797292	31.5832100173186	34.355378463972	33.1861764075691	34.7483887175789	43.2672673018112	40.4239958975867	39.0516364012057	44.0741602638151	42.6738798187338	39.9550410849668
LTBP2	69.7372596413599	76.1521700732726	69.8187587608595	103.726022613313	99.9184660600995	106.485176042981	20.905668411574	20.2119979487933	19.420178066064	56.7817509213302	57.8027235176383	60.9221298348022
AREL1	56.8529600419927	62.0064292299995	57.8229905485283	56.667815137452	60.3434107888173	58.1649626962723	66.0395132501328	65.9483508293815	66.7821717176615	63.4744153342882	67.475262931692	66.0561272670049
MLH3	12.7459712294353	13.2325111972647	11.8879756866748	12.7234504875575	12.6697766762086	14.2494746799606	11.4234545248958	13.4687030579127	13.2226235064497	13.872453134454	12.8192148965103	11.345742416967
TTLL5	8.08232904316129	7.84632001978653	6.55994513280241	7.8155392784186	7.01876832914964	6.77650050830357	7.50364169772566	7.02948247245645	7.92301009041594	7.30686462807122	7.33190888276828	7.28949253732596
FLVCR2	78.1160066200894	84.6694343227796	78.5191554745528	65.8031288586642	61.0812813054715	69.007363509558	70.3886389107549	71.6542157370497	71.8176847973481	48.0135133676448	48.5177057147245	48.4398536351338
ABCD4	37.4277046644193	33.1185526725907	31.6602046785018	35.0152656853688	36.0296774229682	32.6401441149955	25.7774357824854	25.7568823418251	28.5228363254974	29.6722241852979	30.8312193822962	34.7034711924846
DLST	72.4840658442924	74.7916442741172	73.6068960910693	74.5466345421721	73.193155883722	67.5767689578051	90.8463287135095	91.5084792088732	90.2518882743825	82.6416979093736	85.5492708752603	87.8854140588896
SLIRP	5.71098555861519	4.04430271803724	5.46662094400201	5.32034072251187	4.13927363001133	4.7435503558125	6.2717005234722	6.08148610848649	5.8630274669078	5.08303626300606	4.85177057147245	5.17318825229585
RBM25	138.861922215879	123.30463955085	112.319811733945	115.480263744444	117.429393199234	121.562889673957	128.999173564632	127.854302069004	139.075237120435	123.771933004198	125.262485584885	123.47067870347
ALDH6A1	10.8884188332075	11.4992386038202	11.8725767544382	12.0635632661606	11.1940356429002	10.7859299757165	13.3273636123784	14.4524728695797	13.1345900610006	15.5032606021685	14.8033255455469	15.3432060664684
GPR68	67.7018564837911	73.6361292118209	66.7697701780076	81.3104785614895	78.3942431840406	77.9674030705372	144.566430221108	140.46444238219	135.72996619337	107.18852719614	109.978633241524	110.047822821566
EIF2B2	8.95182165416152	9.31866985722866	9.97850808933324	10.2282519316507	11.4459914290748	9.73180767442485	10.452834205787	9.60517070663896	9.36675859578062	9.12828595564839	11.5481440119712	11.855223078178
NRDE2	14.7220907998904	12.4870176086864	12.8735073498188	11.7542411311309	12.1118745782505	12.4235842652232	13.0287112064988	12.2702925600639	11.3211010847499	10.9497072832256	10.0910627540849	10.9342388059889
COQ6	3.89295555379651	3.57836922517581	3.51095654995059	3.87683742570632	3.49138732270521	4.12237114255134	3.39717111688077	4.23915355209206	4.6657726088005	4.34176014131768	4.04572562030131	4.48734890066571
RHOQ	157.002699872656	171.01622921986	172.837615423883	162.084798755594	155.690679014035	159.906588383441	153.134021114779	151.82251202598	148.494815783485	160.814559770854	159.581399467441	158.174149895955
SUPT7L	50.2724818723773	44.5805165969819	38.4973305915634	43.8412572715513	44.34421836673	41.5813600634516	41.6433448448407	39.923167629829	43.5765554972877	42.0409457586127	41.2322994252931	49.1060975767174
KLHL29	2.4899106587734	2.75832627773968	2.0634569197078	1.77344690750396	1.33176629835147	2.86118910350595	1.75458288454282	1.48459807942464	1.65502877444244	1.65198678547697	1.73609681790708	1.31289247312054
DNMT3A	38.0205405355558	37.5169648452026	40.5761864435079	39.3251541001168	38.7831942290192	39.0213487603147	23.724200492063	21.8575765428544	24.6317580366487	33.145632298352	32.7843283024417	31.7641596854984
TMEM214	87.7001865367966	86.6636296722265	81.5373461929314	67.2466321554698	67.6141349041415	65.8638202182061	70.8366175195744	76.6446116907783	69.0534346102474	56.8029302390928	60.5773782534005	62.313403948109
ATAD2B	24.7805394135067	28.7574151794076	26.224381598973	25.3644150724403	23.0359575931065	26.3718811448147	30.5558742765595	33.9311151405849	31.6040069162147	25.118670866355	27.4520309331556	24.4158809180327
FKBP1B	1.65994043918227	1.34188845944093	1.95566439405142	1.75282543183531	1.67370629387415	2.33412795286012	0.653302137861687	1.26995739324277	1.09161472356842	1.24957974798899	1.27107088453911	1.27370165302739
ATL2	22.7253750602334	23.1103012459271	24.499701188471	22.4980299544979	22.1541123414954	23.6989281665394	24.5641603835994	25.3812611410069	25.3360256002412	22.8736631835273	21.5462015793825	22.1624087626765
YPEL5	98.8257397184587	103.120400640092	107.746328859668	108.015289552392	102.420027079976	111.906376449624	109.922751139071	114.475032630334	108.510024860519	100.792373231858	102.4917157143	110.361349382311
FAM98A	44.2057947910802	45.2514608267024	43.7329675520161	32.1282590917577	29.3528490893412	30.5883703499814	47.9523769190478	51.2633505497714	52.4503267985535	32.7220459431015	32.4123075557473	31.7249688654052
YIPF4	56.0625122138107	54.6819547222178	56.806661020911	59.4723358283885	56.5460771543286	59.6520280855945	59.5998207483533	63.0328148420776	58.5950612908983	59.8315726791339	54.4545367973889	57.8260550474433
AFTPH	68.5120655076777	69.5172771349258	73.4067099719932	73.8867473207753	76.6845432064272	76.9132807692455	83.3613527911513	89.4872794139939	85.3572287074144	87.174071910554	83.1001342928557	83.9271412294815
LGALSL	2.47014946306885	2.25511810544934	2.55622275127981	2.78389921526784	3.02346943409523	2.74824742836756	2.38921924703703	2.05697324257631	2.48254316166366	2.77449062689081	2.7591538713166	2.6845711763808
CNRIP1	19.2078822248234	19.7369427576103	21.2967232832529	26.3954888558728	27.0312564881609	27.4071798335833	5.59973261024303	4.82941543909222	4.50731240699218	12.3475422555522	12.5246984720439	12.3451083293424
BCL11A	2.17373152750059	2.12465672744813	1.9402654618148	1.93841871285316	2.19561470809296	2.27765711529092	4.90909892164639	5.65220473612274	5.7397806432791	4.3629394590802	4.96027662259165	4.85966169155064
CRIPT	8.02304545604763	8.68500030693711	8.1922319498847	11.7129981797936	11.8779156339455	11.4447564140238	9.89286094476269	10.410073279821	9.63085893212782	12.4534388443649	13.0672287276399	13.5208329321369
SLC17A5	82.3251413051587	87.1854751842313	96.1663318177255	98.4056818908009	92.1798240561653	87.1721495943162	122.484817961383	120.037803747214	118.228917238096	113.902370926861	112.551776739494	110.400540202405
OGFRL1	260.867544495775	296.892821651305	328.243639555906	308.270439770659	297.541786630336	327.700270414047	378.429929800224	403.631810365018	390.287477053889	339.123236013555	334.400148684905	316.073964051258
SLF2	54.2642434046966	57.4030063205285	57.2840279202464	57.3483238345175	54.0805098181915	59.0496724848564	67.1967913229164	70.0801840383826	61.3064914107296	67.6255616157432	65.8476721649041	66.0365318569583
IDE	32.3490773683497	34.479078471746	34.0008423784688	38.0878655599978	34.4099616547029	34.9554484553326	38.0781817496526	39.7264136674956	39.4565902502714	37.4873924396697	35.1404596981727	33.8608685604819
IFIT3	19.2474046162325	32.8762672563027	29.473556300901	23.1785386515633	36.5695826790566	32.489555214811	17.657823497633	17.421669028429	21.4625540004823	18.3412891823469	22.879275921704	16.5777168994026
IFIT2	8.73444850141146	14.2016528624165	15.5221236945184	11.4242975204325	19.3646018517052	17.2047818460818	10.3035080028472	11.1434289576091	12.9585231701025	9.65776889971152	14.0127814588214	10.1504224041259
GPAM	7.86495589041123	7.32447450778173	7.88425330515219	6.68135811664281	5.57902097958048	7.24709082138021	8.38093313999707	8.3173265895477	8.64488434309828	8.93767209578566	8.35496593617781	7.11313384690679
CUTC	9.36680676395709	9.54231793380215	8.30002447554108	9.63022913725985	8.49450936245803	8.62121453556399	9.98618982160007	8.46042038033562	8.90898467944548	8.36583051619748	7.62642530723466	9.17065190179718
PYROXD2	4.7822093605013	3.89520400032158	3.81893519468309	5.23785481983727	4.93113467227436	3.82119334218229	2.48254812387441	3.05862977809174	2.57057660711273	5.40072602944394	5.70431811598039	6.93677515648761
MXI1	24.503882673643	26.6327584519595	28.7036096890697	33.6542482912379	34.9318700689217	34.0895622792716	33.0757539511688	33.895341692888	34.5971440614829	42.5704287026758	43.8984481099361	46.7546483711284
SMNDC1	29.2465696427352	30.5279624522811	29.2733701818248	34.4172428909779	31.7104353742607	32.0566121267805	29.4545935298783	28.8691722914624	26.5684938365281	31.3453902885374	29.7306580066587	30.8627708233559
C10orf88	5.92835871136525	6.72807963691909	5.71300385978801	6.4751433599563	5.57902097958048	6.02355600738095	7.05566308890622	6.77906833857759	5.79260071054854	5.76077443140687	5.99883454044677	7.13272925695336
TCTN3	22.5870466903016	22.0852475616319	21.6970955214052	19.4254300798689	18.5907376513117	18.4471402726042	28.9879491456914	29.2090200445837	28.7341165945751	24.1232429315163	23.4373070417455	22.8874389343998
DENND10	15.571822215186	14.4812129581333	14.5827888280842	15.2805134704701	14.0915271839081	16.2071303823594	9.87419516939521	10.8751280998817	9.78931913393614	14.3807567607547	11.4706396897432	12.8349935805067
AVPI1	37.0917643374419	40.0143683669399	39.174883609975	47.1406933785354	47.6736341126087	46.5507937695409	52.5814892101821	49.6177719557104	48.1542946606391	50.0679071906097	52.4859270127979	51.1636156316078
WDR11	125.700965876648	111.730851588172	124.823744710085	117.06811737093	116.349582687058	121.600536899003	94.4674891347999	92.6353428113281	97.3473839775772	115.893226796538	112.195256857245	109.16602936947
ARMH3	48.0592279534676	49.5194116213131	52.6489493170222	42.9545338177993	45.6939815069511	46.1743215190796	48.5496817308071	48.0616269808918	50.425557553225	36.3437092804934	41.5888193075418	38.8968889424517
KCNIP2	1.18567174227305	0.838680287150579	0.939334866434148	1.11355968610714	1.22378524713378	0.99765146372247	1.25060694962094	1.59191842251558	1.4613551944545	1.60962814995192	1.11606224008312	1.66560985395889
GOT1	19.6623897260281	17.7800220875923	17.2314051727838	17.5488757940217	15.0633566448673	15.9059525819903	24.7881496880092	24.0934170239156	23.8746704057867	21.814697295401	22.4297508527816	21.0846612101149
GNA13	238.735005306678	249.181231982294	265.015623792323	274.678055906427	263.25780286872	281.036534969368	291.39141926168	298.779835165172	298.028426223268	264.063733863165	255.035722723439	250.429340395231
KANSL1	42.2691976120342	39.287512118076	38.9900964231354	41.4697875696565	41.7346762956359	42.2213628892359	32.1611309581625	36.3279361362826	36.8155868867994	42.337456207288	44.363474043304	41.2483381480407
HOXB3	0.928776198113889	0.726856248863835	0.646755153938266	1.15480263744444	1.2417820890034	1.76941957716815	0.373315507349535	0.214640686181876	0.228886958167572	0.698917486163334	0.775043222279945	1.15612919274794
DUSP1	130.759831977013	187.342538809725	224.239251229739	93.0440982169517	127.291662543783	125.365259403616	166.125400770543	129.160032909944	135.976459840627	102.084311615372	119.790680435588	233.028616273872
PANK3	116.472487482623	131.598255723783	148.02993559068	125.708515676094	113.991996402138	128.960569395522	126.27397036098	143.719826122615	136.346200311513	122.035228947671	119.341155366666	109.616723800542
RCL1	5.03910490466046	4.37977483289747	5.38962628281888	3.95932332838092	4.42722309992516	4.32943088030506	5.99171389296004	6.00993921309253	7.07788901410491	4.57473263670546	6.52586393159714	5.74145514364653
CAAP1	19.445016573278	20.1842389107573	19.4796492793311	20.1471817282717	20.444412363882	20.2542070748185	22.8469090497916	21.1063341412178	23.751423582158	20.8616279960874	19.7170995748018	20.340035628345
MOB3B	27.981853117644	31.3480053997172	32.5225448837528	40.1706346025315	36.9655132001881	38.8331126350841	8.39959891536455	9.33686984891161	6.97224887956603	16.2868953593819	14.6638177655366	14.2654585139067
CD274	204.409808367874	246.478817723698	197.845481376163	180.169832917001	160.621813686309	168.753686269282	188.300341907106	184.340575982535	190.064208724534	123.602498462097	127.169091911693	134.894802760623
NUP43	33.4952267192136	30.9938959451425	31.198236711403	33.2624402535335	32.3583216815668	26.4659992074301	26.3187432681422	25.5422416556433	27.5016483582882	29.3333551010975	30.4746995000474	28.8640389986052
MTHFD1L	5.33552284022872	4.93889502433119	6.37515794596291	9.50650028324795	9.0884051441553	7.47297417165699	9.89286094476269	9.7124910497299	9.45479204122969	9.86956207733677	8.52547544507939	9.19024731184376
CCDC170	12.6076428595034	11.4433265846768	12.9197041465287	16.9920959509681	16.0891766314353	16.2824248324516	3.58382887055554	3.2911571881221	2.95792376708862	10.9497072832256	9.71904200739051	10.0524453538931
PCMT1	54.9954076457649	50.4885532864649	54.5738158466003	51.120638182585	54.476440339323	53.5343540155982	44.7045320051069	47.5965721608311	48.7353154006029	49.6655001531217	48.2541910191494	47.048579521827
TASL	15.8682401507543	17.0158911592995	19.7414311273537	19.8378595932419	19.7965260565759	18.8800833606347	22.0442807089901	23.6820223754003	22.3781018331526	24.5256499690043	25.1424021307614	23.4557058257505
CYSTM1	41.2811378268067	42.3626731709615	45.7348287427774	50.5019939125254	52.4787908917958	53.1578817651369	40.7847191779368	41.8370470816174	38.8755695103076	56.3581645660797	55.3845886641249	53.0251795860324
WDR55	37.4869882515329	36.1191643666183	32.8151245962487	34.2110281342914	36.1016647904466	33.0166163654568	32.8704304221266	34.6823575422215	34.3154370360459	29.799300091873	29.0951225643891	32.2344495266162
ARAP3	2.68752261581891	3.07516105288546	2.52542488680656	3.95932332838092	4.481213625534	4.87531564347396	2.74386897901909	2.55780151033402	3.01074383435806	3.9393531038297	3.98372216251892	3.74272331889586
MRPS14	11.8962398141396	13.7170820298406	13.2122838590246	12.929665244244	13.5876156115589	13.7035899167917	14.6339678881018	14.0053047733674	13.8740710027728	13.7453772278789	14.5398108499718	14.3046493339999
CENPL	4.24865707647843	5.05071906261793	5.0354508413765	4.96977563614481	5.65100834705894	5.10119899375074	5.3010802043634	4.54322785751638	5.37004017239303	4.46883604789283	4.80526797813566	4.89885251164379
TNFSF18	2.47014946306885	2.57195288059511	2.69481314140944	0.433050989041664	0.575898939827663	0.564708375691964	5.58106683487556	6.26035334697139	6.35601476142257	2.58387676702808	2.52664090463262	2.48861707591505
GORAB	14.9987475397541	15.0030584701381	12.3499436537736	13.9401175520078	13.2276787741666	14.2682982924836	13.5700186921556	13.2182889240339	13.3106569518988	11.5427281805763	13.1447330498679	13.8931457230218
ACAT2	22.0930167976878	23.7626081359331	25.6854189706911	22.9104594678709	19.5625671122709	22.7577475403862	36.9022379015016	35.7555609731309	38.083268501266	32.7432252608641	33.0013404046801	31.2154882041942
TCP1	82.3646636965678	77.512695872428	80.5980113264972	71.1440910568447	73.2291495674612	70.1179566484189	87.6918126764059	85.0513718995685	84.3712541183849	70.802459280122	72.0325170786981	70.112377146646
SNX19	104.615770059892	114.079156392193	114.968428078645	119.955123964541	120.308887898373	120.65935627285	106.394919594618	111.738363881515	104.935866975287	112.292742776909	111.373711041628	111.34111988464
KCNJ5	4.84149294761495	5.51665255547937	5.88239211439089	5.48531252786107	5.05711256536166	5.81649626962723	7.3169839440509	9.55151053509349	7.00746225774566	5.23129148734374	6.46386047381474	5.64347809341365
MSANTD2	5.77026914572884	5.81484999091068	5.78999852097114	6.12457827358924	5.18309045844897	5.81649626962723	5.56240105950808	5.92050559385009	5.28200672694396	5.14657421629364	7.0063907294107	6.3097220349972
PDZD11	12.9831055778899	12.2633695321129	13.6742518261233	13.4245806602916	14.2534987607347	14.8706538932217	12.879385003559	12.2702925600639	11.3387077738397	14.5713706206174	13.3617451521062	13.7167870326026
SLC10A7	16.4215536304817	18.2086809010248	15.5529215589916	12.7028290118888	11.0680577498129	12.6682912280231	13.8500053226678	14.2378321833978	12.2014355392406	9.02238936683576	10.1685670763129	9.40579682235608
NUDCD1	10.868657637503	10.8842063932431	10.7330557689279	10.4963311153432	8.42252199497957	9.92004379965551	13.8313395473003	11.7873510161547	12.0429753374322	9.9754586661494	10.2925739918777	9.97406371370676
ENY2	21.7373152750059	20.2774256093296	21.4045158089093	20.0440743499284	21.7401849784943	20.8942099006027	19.4310721575433	19.6396227856417	21.9027212277276	20.7133727717497	21.1741808326881	23.0050113946793
MASTL	6.18525425552441	7.15673845035161	6.89872164200817	7.58870304606344	8.00859463197844	6.90826579596503	8.13827806021987	8.65717434266901	8.64488434309828	7.89988552542192	7.85893827391864	8.7591482908191
PLXDC2	194.153747797212	212.819782199388	248.138394060981	235.35290180631	219.273521339383	255.737599738368	156.960505065112	177.722488158594	161.259665373599	221.556843113777	214.469960469306	197.404160809198
EPC1	21.8954048406423	22.8866531693536	23.8529460345327	23.4053748839185	25.4475344036349	25.7883491565997	24.0415186733101	20.3372050157328	21.9203279168174	24.0597049782287	22.9257785150408	25.3368651902217
CCDC77	6.56071697391087	5.36755383776371	4.77366899335387	5.56779843053568	6.17291676127776	5.96708516981176	7.0743288642737	5.67009145997123	7.11310239228453	6.45969191757021	6.52586393159714	5.2907607125753
TAF12	17.291046241482	16.4381336281514	19.8646225852467	20.4358823876328	19.6705481634886	19.6518514740804	14.8019598664091	16.5273328360045	16.6735345680531	17.9177028270964	16.926943974594	16.7344801797752
MTRF1	9.4853739381844	7.34311184749618	7.66866825383944	7.38248828937693	6.73081885923581	8.18827144753348	8.73558287197913	8.51408055188109	8.46881745220015	8.61998232934778	7.67292790057145	8.40643090998075
DNAJC15	25.2350469147114	24.0980802507933	27.2253121943537	23.5909681649363	23.197929169933	25.1671699433385	20.905668411574	19.5859626140962	20.3533325878241	20.2474277809742	18.6320390636099	18.4196854437807
PROSER1	48.4149294761495	48.047061783871	45.2420629112054	46.748885340831	53.6125919295815	51.0872843875997	44.3125507223899	48.3299278386191	47.6084872988549	50.0467278728472	49.8042774637093	49.9682956187667
UFM1	118.013860747578	118.813040679665	125.71688277981	103.189864245928	101.088260781624	110.569899960487	113.711903538669	110.575726831363	112.911697132972	92.0664943136973	84.0301861595916	94.9201662656101
WBP4	15.1963594967996	13.6425326709828	13.0274966721851	13.342094757617	13.5516219278197	13.7600607543609	15.5859224318431	15.561449748186	15.6347399117541	16.2868953593819	13.3462442876606	13.7755732627423
ELF1	124.396726960147	132.474210690363	134.802252799419	152.743270277695	145.144529678441	154.61715326446	121.551529193009	121.111007178124	119.69027243255	142.57916717732	140.546337928245	145.025629754703
HSPH1	284.403128579895	272.794741400512	287.451868061086	248.03510934253	256.526984009485	239.586940193577	296.636502139941	314.699019390328	307.483218264498	259.446642590935	254.477691603397	251.957782378864
KBTBD7	8.57635893577506	8.49862690979254	9.03917322289909	8.64039830516462	8.72846830676301	8.82827427331771	9.85552939402774	9.83769811666933	9.08505157034361	10.9497072832256	10.5405878230072	9.64094174291498
ALG5	11.5405382914577	12.0956334746828	15.8301023392509	12.1666706445039	11.8959124758152	12.1788773024234	10.9568101407089	10.8930148237302	10.2823064284509	9.8060241240492	11.1606224008312	9.75851420319444
EXOSC8	13.2597623177536	12.0583587952539	11.17962480379	10.1663875046448	10.2402030238106	11.4824036390699	13.4953555906857	11.8052377400032	14.0677445827607	10.8226313766504	12.0441716742303	13.4620467019971
ETF1	136.332489165696	139.314114365568	147.552568691344	135.689309899721	136.470051897286	133.760590588903	152.070071918833	153.289223381557	149.639250574322	130.803466501356	130.470776038606	127.566119403204
TGFBI	8173.84314046906	7733.58275185378	8163.23576048313	8282.67756674054	8646.25873310262	8012.23302321777	2731.96021433464	2583.25431837043	2637.49963234311	4462.58814915289	4404.47762703025	4204.66551533382
FAM53C	63.6903337557673	62.882384196579	65.152882293162	65.1432416372674	65.6884728240928	62.1555685511622	58.8531897336543	56.2716332273486	56.1125181292347	61.5470974178984	62.5459880379915	64.1749679025337
SIL1	49.4227504570816	48.7552806930203	52.6027525203123	34.0254348532736	33.654094296179	35.8589818564397	40.4860667720571	40.728070203011	36.4458464159133	30.0322725872608	31.2342418578818	31.9797091960107
PAIP2	30.6496145377583	30.8820719068558	32.799725664012	32.7262818861486	32.160356421001	32.4707316022879	33.6357272121931	29.441547454614	32.8188684634118	31.3030316530123	33.5283697958304	33.762891510249
KDM3B	87.9966044723648	92.5157543425661	99.6156926387295	98.220088609783	96.2831040024374	101.703978462123	91.3503046484313	97.4647582504203	94.0725398068719	104.6681883824	102.63122349431	101.915727652237
EGR1	75.3296780257477	124.795626728006	124.361776742987	46.8726141948429	44.81213625534	37.7978139463155	41.0460400330814	45.3428449559214	43.6821956318266	19.8238414257236	22.181737021652	43.5605965335366
SERP1	273.079963441188	296.687810914446	299.940402104989	290.989643160329	285.843839415087	292.725998346191	251.260002221605	243.313104511005	241.616594379507	243.837485399953	239.953381617871	247.215693147592
PLS1	0.869492611000236	1.19278974172527	0.923935934197523	0.824859026746026	0.68387999104535	0.677650050830357	1.49326202939814	1.3951644601822	1.1972548581073	1.48255224337677	1.24006915564791	0.901388862142458
ZFP30	5.29600044881962	5.25572979947696	5.77459958873452	6.80508697065471	5.25507782592742	5.38355318159673	6.96233421206884	6.86850195782004	6.14473449234481	6.67148509519546	7.09939591608429	8.23007221956157
